text,majority_label,severity,labels,annotator_ids,targets
there a new untreatable syphilis in california that unstoppable with the queers and bisexuals aids hiv now syphilis queers infect the bisexuals <number> of <number> will be locked away soon hollywood will be dying also queers will travel to portland seattle ny chicago florida prostitutes will be infected gods way of cleansing the sewer people,0,Low,"0, 0, 2","4, 6, 27",Homosexual
is that wooly nappy headed nigger in the nfl still kneeling down in front of the white fans cuz that was kinda funny 🐒,0,Low,"0, 2, 0","4, 2, 10",African
mudshark nigger whore brainwashed to equate self death with morality by kikes,0,Low,"0, 0, 0","9, 4, 27","Women, Jewish, Caucasian, African"
cnnbreakingnews this afternoon at the g20 summit trump threw a used kleenex toward a wastepaper basket and missed it showed his continuing contempt for working men and women throughout the world and his continued denial of climate change sources inform us it was a russian brand of kleenex,2,High,"2, 1, 2","223, 206, 227","Other, None"
<user> zayn is a fucking god,1,Medium,"1, 1, 1","1, 39, 18",None
nigger ricans too,0,Low,"0, 2, 0","3, 13, 4",African
good morning to everyone except politicians who favor the welfare of illegal immigrants over that of the american citizens they have sworn to protect maga,2,High,"2, 2, 2","223, 206, 217","Men, Hispanic, Refugee, Women"
if i could work remotely full time woo a career a lifestyle the poor mentally unstable queer nigger agenda,1,Medium,"1, 1, 1","17, 9, 2",None
<user> he threw up a nazi salute there not amount of interpretation when it comes to the masses there is zero doubt in my mind richard spencer participated in a cointel plot to steal the news cycle from trump possibly incite further violence,2,High,"0, 2, 2","204, 202, 203","Other, None"
jews how dare trump say shithole he calling those foreign immigrants shit that antithetical to the statue of liberty poem normiecon but the poem calls them wretched refuse that sounds a lot like shit tbh i am beginning to think your goal is to import shit jews anti semite,0,Low,"0, 2, 0","212, 203, 211","Jewish, Refugee"
<user> no muslim country have nuclears other than pakistan,1,Medium,"1, 1, 1","207, 204, 225",Islam
this <number> yr old nigger conyers retired today after a gazillion years of groping women and acting like a nigger he wants his niglet son to replace him what a fucking nigger,0,Low,"0, 0, 0","46, 23, 24",African
not including nigger households,2,High,"2, 2, 0","19, 6, 4",African
islam is a religion full of paedophiles and thick as shit sand niggers,0,Low,"0, 0, 0","213, 210, 228","Islam, African, Arab"
life a bitch then you die sums it up for everyone 😋,1,Medium,"1, 1, 1","215, 212, 217","Men, Women, None"
<user> happy birthday muzzy thanks for being you 😊,1,Medium,"1, 1, 1","27, 44, 1",None
ok good night mr kike faggot sleep tight,0,Low,"0, 2, 0","9, 43, 4","Jewish, Homosexual"
do not kill yourself my sister if he wants doggy style let him bark first 😕 😕 😕,1,Medium,"1, 1, 1","10, 9, 17",None
i fuck bitches better watch your hoe,2,High,"2, 2, 2","37, 1, 17",Women
is it just me or is the world going to hell in a hand basket canada is truly in the shit trudeau is letting refugees in all over the place attacks by refugees are happening in canada and msm not covering it,2,High,"2, 2, 1","210, 205, 209","Arab, Refugee"
the day of the rope 😂 😂 😂 😂 😂 you stupid fucking nazi faggots are delusional let review shall we here a headline of nazis becoming good nazis,2,High,"2, 2, 2","202, 223, 228","Other, Homosexual"
<user> so you ’ re saying i ’ m a freak but it ’ okay it doesn ’ t fit my shoe 😤,1,Medium,"1, 1, 1","215, 213, 202","Other, None"
i am a lying faggot that moves the goal post,2,High,"2, 2, 2","205, 223, 200",Homosexual
whites and asians have developed the frontal lobes needed for collaboration due to harsh conditions unkown to our hominid ancestors blacks have yet to evolve such traits because of evolving in conditions identical to prehuman ancestors,0,Low,"1, 0, 0","211, 231, 200","African, None"
i stand with the muslim community 💛,1,Medium,"1, 1, 1","203, 199, 209","Islam, None"
melbourne single shade of islam this was the terrorist yacqub khayre note that he not wearing arab or moslem clothes he literally looks like he going to a club and probably pays his bills like other australians but he fought for terrorists that taqiya that islam,0,Low,"1, 0, 0","68, 9, 4","Islam, None"
<user> cloud is a faggot,2,High,"2, 1, 2","30, 1, 4","Homosexual, None"
since campaigning began two months ago more than <number> civilians have been killed and at least <number> injured in election related violence there is a reason the taliban want to control democracy,1,Medium,"1, 1, 1","35, 83, 14",None
leonardo divinci was a nigger i did not know that the cell phone they claim was not even the first cell phone to call between different railroad cars hooked up to each other,0,Low,"0, 2, 0","29, 96, 4",African
all over the raghead in times square was shown as white on his arrest form numerous examples from fl tx ca ny,0,Low,"0, 0, 0","223, 231, 228",Arab
you do not think it the fact that you sound like a whiny wheezy nasally libtard right now calling you a kike faggot does not make someone a nazi kikefag that an insult to real nazis,0,Low,"0, 0, 0","112, 4, 70","Other, Jewish, Homosexual, Caucasian"
<user> i am gonna guess he dindu nuffin,0,Low,"0, 0, 0","4, 17, 54",African
they could not find <number> actresses to make this turkey and why are there no negresses in this what about that gorilless that got milo banned from twitter wasn t she available,0,Low,"0, 0, 0","68, 43, 4","Women, African"
same insanity from a homosexual man,1,Medium,"0, 1, 1","208, 204, 234","Homosexual, None"
mm o no hollywood ever niggers treater,0,Low,"0, 0, 0","4, 59, 44","Women, African"
fought so hard to 🤐 the other day an trump supporter says here niggers brung gay in 1 9 8 0 💁 🏼 ‍ ♂️ wanted to get ha but 🤐,1,Medium,"1, 1, 2","18, 4, 59","African, Homosexual, None"
<user> <user> not as sad as i am that we have an anti democracy white supremacist racist anti refugee hater of the poor and weak islamaphobe hater pres who is weakening the usa and adding to the destruction of the environment and national monuments,1,Medium,"1, 1, 1","9, 17, 2",None
<user> how was uri i heard it was filled with hyper toxic nationalism and burned jihadis and lefties ass,2,High,"2, 0, 2","235, 212, 209","Islam, Other"
welcome to deep america move impoverished than any black inner city less government programs and welfare than any ghetto crippled by an opioid epidemic yet it still safe for women to walk alone at night in public the statistics are clear race matters,2,High,"2, 2, 0","230, 205, 211",African
<user> <user> <user> actually he insulted me first you on the left bitch and call us racist just because we do not believe in allowing illegal immigrants into this country you people really need help,1,Medium,"1, 1, 2","1, 52, 93","Women, None"
hey fellow white man never trust the jews,0,Low,"0, 0, 0","211, 203, 206",Jewish
huma is a muzrat spy married to a congressman and advising killary,0,Low,"0, 2, 0","4, 43, 46","Islam, Arab"
way to go ahmed maybe all sand niggers are not completely wo their uses it like i always say my war will be on the last semite standing,0,Low,"0, 0, 0","199, 217, 214","Men, Islam, Women, Arab"
pussy ass nigga i am with the smoke and hope you follow me,1,Medium,"1, 2, 1","4, 16, 6","African, None"
ok <user> how can i print in black and white when cyan has run out my son needs to print his homework help and quickly please,1,Medium,"1, 1, 1","167, 2, 35",None
having a period every month is so ghetto,1,Medium,"2, 1, 1","222, 235, 209","Other, Women, None"
they all look like jane pittman <user> wow lol,1,Medium,"1, 1, 1","2, 53, 92",None
a century or so of trying to solve stupidity with schooling poverty with government handouts violence with gun control and bad race relations with forced integration demonstrably has not worked something that a ten minute drive around your local black ghetto if you dare will show you,1,Medium,"1, 2, 1","211, 242, 209","African, None"
<user> we do not want illegal muslim immigrants so what wrong in that he has been elected for it,1,Medium,"1, 1, 1","70, 5, 21",None
hardly whitesharia is not sandnigger sharia the latter is a cheap knockoff of the former aryans have been patriarchal since before they poured out of the ukraine to conquer europe india and the near east,2,High,"2, 2, 0","202, 205, 223","Islam, Arab"
seeing niglets playing niggerball in the middle of the street is just part and parcel of living in a multiracial society,0,Low,"0, 2, 0","199, 215, 217","Men, African"
forgive ne bit isnt the uk <percent> white like south africa is <percent> black shes a bit racist i think toward white ppl although shes attempting to appear impartial what chance have we got when ppl like her are disingenuous gmb <user>,1,Medium,"1, 1, 1","9, 64, 17",None
do not worry as long as there are two people in the world there will be war just look at how christians want to shed black and muslim blood just to keep america bleached,0,Low,"2, 0, 0","202, 231, 223","Islam, African, Christian"
for years genderist gay men have watched the lesbian community be pressured into denying female homosexuality and centering males and they did not give a shit but now that it finally their turn to deny their sexuality they suddenly have a problem okay,1,Medium,"1, 1, 1","9, 3, 1",None
if only the kike loving shabbos goys would follow your advice dude,0,Low,"0, 0, 2","25, 4, 42",Jewish
<user> you used the term arab to describe all moslems i pointed out not all arabs are moslems and not all moslems are arabs and you got butthurt runalongsnowflake,1,Medium,"1, 1, 1","232, 203, 246","Islam, Arab"
no homo we smokin penises,1,Medium,"2, 1, 1","212, 207, 221",Homosexual
how can men even deny the the queer wage gap just wanna kill myself,1,Medium,"1, 1, 1","4, 1, 17","Homosexual, None"
<user> asshole muslims kills hindus in kashmir this is the reason why you dont deserve sympathy,0,Low,"0, 2, 0","202, 215, 200",Islam
islam see to be only doing aweful things no wonder we do not want to do with that even a few good peeps are among them i doubt the ideoligy of the islam is good for peeps more bad for humans,2,High,"2, 2, 2","202, 223, 228",Islam
you know that those catalonians are all muslim sand niggers that want to create their own sand nigger state in europe right,2,High,"0, 2, 2","210, 211, 215",Arab
<user> we counting women too,1,Medium,"1, 1, 1","209, 203, 212",Women
<user> <user> i ’ m actually an arab muslim and i hate spicy food so many ppl don ’ t know that lmao,1,Medium,"1, 1, 1","212, 199, 206","Islam, Arab"
<user> anyone in your life who thinks it wrong to uncover pedophilia and provide that info to law enforcement have them babysit your kids you will find out who the real retard is,2,High,"0, 2, 2","202, 200, 230",Other
do not ban islam just make supporting political islam embarrassing if you do support it you are labelled a parvenu a numbskull a thicko a moron make it not just unacceptable but laughable <number> virgins in heaven for killing virgins how stupid are you you poor thing manchester,2,High,"2, 2, 2","216, 212, 217","Men, Islam, Women, Arab"
whoever has been desperately trying to fire up a race war in america must not realize how decent patient accepting and forgiving us white devils really are up until the point where somebody does something unforgivable like using us as the scapegoat for your history of horrible decisions,2,High,"2, 1, 2","205, 200, 223",None
righto he should change that hillbilly name of his boss hogg indeed,1,Medium,"2, 1, 1","212, 206, 221","Caucasian, None"
swan of tuonela muslim ghetto experience in the vibrant diversity of a stockholm immigrant neighborhood of rats beggars boarded windows,0,Low,"2, 0, 0","207, 205, 231","Islam, Arab, Refugee"
kanye performing in a room full of white folks because they are the ones that purchased the tickets lol,1,Medium,"1, 1, 1","1, 58, 52",None
<user> <user> i can not believe reid uses the words negro dialect in his personal vocabulary,1,Medium,"1, 1, 1","238, 233, 217","Men, African, None, Women"
this vile racist ghetto ass dumber than a retarded tree snail woman could not win the presidency of the neighborhood poo picker uppers organization,2,High,"2, 2, 2","199, 222, 209","Women, None"
<user> <user> only a tiny minority of trans even have a grc effectively self id is already practised and women and girls have already been raped in prisons changing rooms etc so what is your solution to this problem,1,Medium,"1, 1, 1","51, 1, 149",None
<user> no do not kill yourself this event would be a sad loss for the necron community,1,Medium,"1, 1, 1","93, 3, 1",None
why was <number> afraid of <number> because <number> raped <number> when it was <number>,2,High,"2, 2, 2","228, 233, 223","Other, None"
i also call for all canadian to boycott muslim businesses no canadian should support filthy muslim pedophiles their determination to subjugate murder all christians replace our white population with shit skin muslims,0,Low,"0, 0, 0","236, 241, 228","Islam, Arab"
fellow capitalist if youve been called nazi by the enemy you are welcome here,2,High,"1, 2, 2","233, 202, 207","Caucasian, None"
this just makes reby look even more like a bitch smh,2,High,"2, 2, 1","209, 223, 246","Women, None"
fuk every jew u are part of the bolshevik jews that killed <number> million christians fuk u dog shit,0,Low,"0, 0, 0","230, 200, 202",Jewish
i would not mind bitch slapping him around for several minutes that for sure,2,High,"2, 1, 2","225, 207, 204","Men, None"
being on some app store being some bigtech bitch can be banned anytime lose <number> of revenue long approval process in the best case do not progressive web apps being apple bitch,1,Medium,"1, 1, 2","228, 233, 223",None
sounds like moslem men have no self control whatsoever,1,Medium,"0, 1, 1","4, 6, 9","Islam, None"
on the advice of kike snake in law kushnah trump appointed neo cohen war monger assholes like mattis dothead haley and tonight was the predictable result,0,Low,"0, 0, 0","17, 9, 4","Islam, Jewish, Other"
woke up to ncr propaganda spray painted onto my trailer this means war kimball you gay faggot,2,High,"2, 0, 2","4, 89, 30",Homosexual
white guy it a witch hunt white guy they are a lynch mob white guy in that country they throw faggots off of rooftops,1,Medium,"1, 1, 2","18, 4, 95","Homosexual, Caucasian, None"
hahahahahahahahahaha and with that the retarded coward fades into the distance screaming i really won you know i am guessing a morbidly overweight teen dressed up like an australian nightmare living with grandma,1,Medium,"2, 1, 1","203, 206, 211",None
generally speaking greater supply means lower demand means lower wages whatnot also generally speaking people saying everyone can code are faggots reciting an inane platitude and acting in complete disregard of actual future labor market conditions typically to the detriment of white people,2,High,"2, 2, 2","204, 207, 203","Homosexual, Caucasian"
i am not surprised thousands of <number> iq sand niggers lack the intelligence to understand what a malthusian trap is i look forward to the days when egyptian arabs have to resort to slaughtering millions of niggers just so they have enough fresh water to drink,0,Low,"0, 2, 0","231, 207, 204","Islam, African, Arab"
<user> <user> i mean multiple women raped and assaulted just is not enough to give up power,1,Medium,"1, 1, 1","9, 64, 39",None
<user> parts of india are awful but immigrants do not become western because they will in the west ppl forget that,1,Medium,"1, 1, 1","221, 204, 207",Refugee
a shitpost does not equate to starting a topic just to spew random statements and you are defending the fucking sand niggers of iran you disgust me a good muslim is a mutilated and dead muslim end of discussion deusvult,0,Low,"0, 0, 0","200, 223, 231","Islam, Arab"
<user> they might as well of added all immigrants considered no crb checks required,1,Medium,"1, 1, 1","209, 203, 222",Refugee
the good thing about the nazi dumbasses is they hold their national convention in a phone booth for you young dumbass nazis that a little bitty space i have heard you can get <number> people in one,2,High,"2, 2, 1","207, 229, 221","Men, Caucasian, None"
yes and no the real issue is redistribution of wealth ideally all immigrants would initially be ineligible for food stamps health insurance etc in ca proposition187 did that it passed by <number> points only to be overturned by the surprise 9 thcircuit starvethebeast fix the problem,1,Medium,"1, 1, 0","211, 221, 206","Refugee, None"
so i am new to gab have high hopes for it to be a good app but right off the bat <number> unknown women offer me sex ugh disgusting 😒,2,High,"2, 2, 1","202, 207, 221",Women
me and <user> are looking for <number> asians one under age for me the other <number> for badger be a baddie or you aint in 👎 🙅 ‍ ♂ ️ 💯,2,High,"2, 1, 2","209, 211, 246","Asian, Other"
what a f*cking <censored> kike dirty trick white nationalism is normal and healthy for european societies and countries i can hardly wait till their filthy slimy rat kike blood flows thick in the streets,0,Low,"0, 0, 0","70, 1, 51","Other, Jewish, Caucasian"
<user> is you are jihadi who is funded by my money if not than who hell you are trying to say,1,Medium,"1, 1, 1","1, 46, 4","Islam, None"
just give me a couple minits with this racist cocksucker in a ghetto alley a real fuckin pig parasite of black people true and factual carrion bastard,2,High,"2, 2, 2","222, 206, 211","African, None"
can not trust a bitch that follower her friend like a pet,2,High,"2, 2, 1","4, 7, 115","Women, None"
joke lizard people control the world look at this pic broke jews control the world and the lizard look is just how jews look woke jews control the world and are transforming into lizard people through concentrated sin sloke we are all lizards that were tricked into thinking we are apes,0,Low,"2, 0, 0","202, 200, 230",Jewish
shoutout to every cishet man who had a crush on me you all are faggots,2,High,"2, 2, 2","37, 17, 4",Homosexual
this waffin ss ghetto punk would have been worse,2,High,"2, 1, 2","207, 204, 208","African, None"
any news on that nigga lorenzo when he hitting uk,1,Medium,"1, 1, 1","18, 17, 66",None
welp another <number> day zuck cuck they really hate the word faggot over there at the hook of faces,2,High,"2, 2, 2","233, 221, 202",Homosexual
<user> take ya nigger ass to bed,1,Medium,"1, 1, 0","19, 4, 25","African, None"
<user> <user> so how do you feel about camel jockey and those terms,0,Low,"1, 0, 0","39, 4, 54","Arab, None"
typical pos nigger,0,Low,"0, 0, 0","10, 4, 3",African
taehyung i really like rm the world this bitch think he special 😔,1,Medium,"1, 1, 1","25, 7, 6",None
welp i am in a drunken psychotic rage if you are a thot and or a nigger please lock youself up for teh night just a prank bro,0,Low,"0, 0, 0","4, 81, 54","Women, African"
lol now im worried i will post my dressing up as bts albums pics and someone is gonna bash me for being muslim and posting my outfit,2,High,"2, 2, 1","209, 235, 203","Islam, None"
duterte said he would sort out brighton you gotta get the best to do the job do not care if you are chink paki nigga can you do the task,2,High,"2, 2, 0","57, 6, 4","Asian, African, Islam"
yea i bet a white nationalist is a real big traitor or maybe i do not like a kike puppet who doing nothing on immigration you retard,0,Low,"0, 0, 0","51, 25, 1","Jewish, Disability"
go ona bitch page and you see her her boo ight click the nigga page and crickets cold world 💀,1,Medium,"1, 0, 1","96, 89, 4","African, None"
we had a day with immigrants mexicans literally nothing what about days without other groups a day w o asians car accidents fall to all time low math left unsolved,2,High,"2, 2, 0","202, 200, 213","Asian, Hispanic, Refugee"
<user> murderous muslims and jihadis raped and murdered kashmiri pandits you watched from the sidelines and encouraged the cleansing gandhi slept naked with young women and found ways to get hindus butchered deal with it,1,Medium,"1, 0, 1","17, 4, 18","Islam, None"
believe or not that one of the lucky niglets,0,Low,"0, 0, 0","96, 46, 26",African
<user> <user> white supremacy and white ethnonationalism are not actually interchangeable white separatists that discuss race realism and average iqs and overall economic success of races will tell you jews and asians rank well above whites,1,Medium,"1, 1, 1","51, 39, 58",None
a kike and an infamous boy buggering faggot every single time,0,Low,"0, 0, 0","81, 46, 57","Other, Jewish, Homosexual"
<user> i thought they were not a threat and immigrants were great though,1,Medium,"1, 1, 2","222, 235, 203","None, Refugee"
<user> i fucking hate white liberals,0,Low,"0, 0, 0","89, 56, 9","Other, Caucasian"
back in the <number> when thousands sat in lines to get gas we had an expression for the arabs that were hoarding their oil sandniggers some how describing the moslem menace we are facing today that same descriptor fits rather well,0,Low,"2, 0, 0","221, 203, 206","Islam, Arab"
konya was right there he could have put a karote chop on trump and been the greatest nigger of all times but he pussied out the majority of all the wounded niggers in ww1 ww2 korea and nam were hit in the back from running away,0,Low,"0, 0, 0","4, 46, 3",African
nominations for talking shuts shithouse of the week fat frank and the derby piss pot <number> and messrs morris white and bent for saying fuck all,1,Medium,"1, 1, 1","6, 7, 8",None
i just want louisiana twitter to know that you niggers are the sole reason disney do not wanna buy twitter it all right here on tl,0,Low,"0, 2, 0","6, 39, 4",African
first i am hearing of it i will check it out later tonight hungry for a nigger leg although i am not sure if halal certified,0,Low,"0, 0, 0","3, 1, 58","Islam, African"
i am ctfu every time someone quotes i do not mind by usher on the tl why do white girls kinda own tik tok,1,Medium,"1, 1, 1","4, 53, 92","Women, Caucasian, None"
<user> but isn ’ t the driver literally a cuck he invested himself in raising a half nonwhite child that wasn ’ t his,1,Medium,"2, 1, 1","199, 209, 212","Men, Caucasian, None"
if cantwell really was ratting out wns i do not think he d be stupid enough to announce it i am hoping he has some information on antifa and the actions of cville that have been suppressed so far that can lead to putting all those faggots in prison,0,Low,"0, 0, 0","204, 203, 220","Other, Homosexual"
if a bunch of desert fantasy tales can make white men fight each other then ethnicity and race can not be that interesting racial loyalty only benefits women since men always pass on their genes regardless of who they mate with,2,High,"2, 2, 2","212, 213, 217",Women
<user> is gay lol,1,Medium,"1, 2, 1","200, 228, 223","Homosexual, None"
it just a bunch of roided up monkeys jumping and running around why pay for it when you can go into any ghetto and see the same shit,2,High,"2, 2, 0","207, 204, 208","African, None"
<user> also do not jews count as white i mean they still get shit on alot,1,Medium,"1, 1, 1","18, 77, 50",None
really had to bite my tongue tonight at my bible study we are going over the readings and gospel for sunday and i am just like let me tell you bout them jews mane dual covenant is a lie and philosemites need to be stopped,2,High,"2, 2, 2","221, 225, 235",Jewish
my coworkers saw an ugly side of me today 😅 thanks to everyone who listened to me bitch today tho ily 😭,1,Medium,"1, 1, 1","6, 4, 25",None
<user> <user> <user> <user> if ca stopped paying out <money> in tax dollars for illegal aliens there d be plenty of money to help homeless us citizens,1,Medium,"1, 1, 1","9, 100, 2",None
<user> <user> <user> <user> <user> <user> <user> <user> especially in his racist meltdown where he started calling people the n word for not supporting star citizen he also called people faggots in that meltdown as well,1,Medium,"1, 1, 1","156, 155, 17",None
the biggest thing i am worried about is trump affiliation with the nra and his threat that there could be divide in this country over an ideological civil war the president is tearing this country apart presidents really should not do that i d hate to shoot a redneck,1,Medium,"1, 1, 0","9, 92, 4","Other, Caucasian, None"
andy dalton is a fucking bitch disgrace to the name,2,High,"2, 2, 2","36, 35, 4","Men, Women"
<user> do not kill yourself over a job that will replace you in a heartbeat if you died prioritize yourself over any job,1,Medium,"1, 1, 1","17, 9, 64",None
<user> he angry because he strenuously applied for covfefe boy not errand boy wandering all over shithole countries like a singing minstrel trying to save a lardass,2,High,"2, 2, 2","4, 6, 89","Other, African, Economic"
<user> <user> another pakistani jihadi hiding behind a fake name,0,Low,"0, 0, 1","9, 4, 30","Islam, None"
i knew rita mae brown when i lived in virginia she is the queen of the one liners my favorite always will be a dyke is a lesbian lady who just left the room her books are a wonderful escape from reality,1,Medium,"1, 2, 1","13, 4, 9","Women, Homosexual, None"
it impossible to be racist against white devils well is not that convenient otherwise the people subscribing to this logic abortion would be massive gaping racists and by their own demands would have to be executed for thoughtcrimes whew dodged a bullet,1,Medium,"1, 1, 1","30, 9, 1",None
a lot of white men from texas are currently offering unsolicited coaching advice to their significant others colts texans,1,Medium,"1, 1, 1","7, 6, 8",None
i get what you all females be saying now 🤦 🏾 ‍ ♂️ literally me and a whole woman were telling this nigga his approach to women is weird af and the nigga is still in denial,1,Medium,"1, 1, 2","4, 83, 14","Men, Women, African, None"
shut up bitch i dont give a fuck,1,Medium,"1, 1, 2","221, 204, 207","Women, None"
louis farrakhan is a retarded faggot,2,High,"2, 2, 2","225, 207, 204","Islam, African, Homosexual, Other"
say fellas did somebody mention the door to darkness camera pans to a black coat clad mickey mouse,1,Medium,"1, 1, 1","6, 7, 8",None
can not really compare seasoned battlefield sand niggers who will die for their cause to soy fed scrawny little clerk boy they tortured weev they most certainly completely fucked mannings mind,0,Low,"0, 0, 0","217, 206, 223","Men, Islam, Women, Arab"
are not you late for watching your wife getting gang banged by nigger apes you race traitor cuck a war is coming asshole,0,Low,"0, 0, 0","17, 1, 18",African
why are good conservative white tan men so hot 😍 speakfreely,1,Medium,"1, 1, 1","231, 223, 200","Men, None"
trump closeted hatred of dark skinned people from shithole countries will come to hurt hispanics italian americans koreans and so on a bigot and racist does not stop at just one race to be scapegoated it white supremacist self adoration narcissism,1,Medium,"1, 2, 1","211, 205, 252","African, Hispanic, Asian, Arab, None"
<user> places where white people are discriminated against south africa the middle east anywhere that is not europe or north america,1,Medium,"1, 1, 1","18, 1, 58",None
they should be at work they are arabs,1,Medium,"1, 2, 1","222, 199, 209",Arab
<user> <user> so do i and let me be clear i am not full of white guilt nor do i believe in the <number> definition of racist where if you have ever done or said something someone else might think is racially insensitive you are automatically branded a racist no,1,Medium,"1, 1, 1","67, 52, 25",None
<user> mr president it seems like you got very good feelings that you have been raped by evil ccp again and again right ok wish you enjoy and you call xi as a good friend but anyone never heard mr xi call you friend back what a pity shame on you,1,Medium,"1, 1, 1","70, 18, 67",None
<user> he got banned retard,2,High,"2, 2, 2","235, 225, 199","Other, None"
so <number> mil whites did not suffer even though they were enslaved and treated in the most barbaric inhumane ways imaginable are you retarded or something using your logic then blacks did not ultimately end up suffering because the black warlords who sold other blacks <number> jews profited handsomely,0,Low,"1, 0, 0","202, 200, 230","Other, African"
<user> keep muslim away defend christian faith ban abortion welcome black american babies in the us,2,High,"2, 1, 2","221, 207, 212","Islam, African, Christian"
better to kill the kike first,0,Low,"0, 0, 0","41, 67, 25",Jewish
<user> the summer of blackviolence is upon us dmtbka by saying the nigger word after all white racism caused it all,0,Low,"1, 0, 0","19, 4, 25","African, None"
niggas think i try to be mysterious n edgy no nigga im juss retarded,2,High,"1, 2, 2","206, 217, 223","Men, African, Other"
<user> <user> <user> white people have much longer life expectancy than blacks and black on black homicide is the leading cause of death for black people so i am not too concerned about whites dying off because blacks are killing off each other,1,Medium,"1, 1, 0","9, 10, 30","African, None"
now would not that be a hilarious turn of events maybe even immigrants wanting to leave since their welfare slaves are not working at the fields,2,High,"1, 2, 2","215, 212, 217","Men, Refugee, Women, None"
i raped the jews because it hugged my brother,0,Low,"0, 0, 2","17, 14, 4",Jewish
to all my islam followers i love you and your life matters stay safe,1,Medium,"1, 1, 1","223, 235, 209","Islam, None"
my niggas like a white girl in a scary movie they be trippin for nothin,1,Medium,"1, 1, 1","64, 9, 1",None
<user> even after it happened they still denied them visas deviated runner boats to refugee camps outside palestine they may not have known but they did absolutely nothing to help the jews before during after,1,Medium,"1, 1, 1","17, 5, 18",None
<user> yes i ’ m an immigrant bit i support trump <number> <number> reasoning i see alzheimer ’ is catching up to you,1,Medium,"1, 1, 2","212, 209, 235","None, Refugee"
fuck splc and every filthy kike on planet earth,0,Low,"0, 0, 0","25, 9, 4",Jewish
but <percent> get to wear the ever stylish mudshark monocle take that bigots,1,Medium,"1, 1, 0","34, 30, 4","Women, African, Caucasian, None"
harden is a joke that nigga gassed all you niggas with that step back three just like westbrook gassed you niggas with triple doubles,1,Medium,"1, 1, 1","7, 6, 25",None
hbd to my niggers,1,Medium,"1, 1, 1","18, 34, 4","African, None"
hussein was a ghetto tenant,2,High,"2, 2, 1","203, 207, 204","Other, None"
wanna be my main slut you gotta eat up eat up wanna be my sweet love but you is not anita,2,High,"1, 2, 2","37, 127, 4","Women, None"
oh cramps i hate you so much 😭 😭 😭,1,Medium,"1, 1, 1","9, 30, 160",None
a little still learning not many speak it anymore lots speak arab and nigger though <user> is amadán,0,Low,"0, 0, 2","4, 3, 92","Other, African, Arab"
having hoes is a sport dominated by females,2,High,"2, 2, 2","7, 4, 139",Women
the most resounding reasoning i have seen to be happy for the destruction of net neutrality is that subhuman shitstain george soros wanted nn get fucked kike,0,Low,"0, 0, 0","96, 46, 141",Jewish
<user> <user> <user> <user> when the majority of the world is not white and when your nation has a slim white majority it kinda hard to not bomb varying races i d you want to be pedantic america has bombed caucasians hispanics africans south americans and asians at some point very inclusive,1,Medium,"1, 0, 1","91, 9, 1","Hispanic, None"
good riddance ml nigger was a filthy communist,0,Low,"0, 2, 0","4, 52, 1",African
<user> i do not want to live in a post greatest love story ever told world i bet you faggots like golden time bring back rie tsunderes,0,Low,"0, 2, 0","33, 4, 17",Homosexual
in portland we have had alotta businesses have to put up walls where doors once were to combat chronic shoplifting which increased as the liberals spread their foodstamp ghetto culture here in the hopes of making everything all better,2,High,"1, 2, 2","204, 207, 203",Other
<user> for real they have also banned using illegal alien in a discriminatory way and discriminating based on english proficiency as new violations ny always ahead of the rest of the us,1,Medium,"1, 1, 1","39, 17, 4","Refugee, None"
some of them are still young and none of you think how will these things might affect their mental health and how they will lose confidence reading those articles and what will their parents feel about it i fucking hate you all,1,Medium,"1, 1, 1","17, 9, 54",None
this is where i am at now i do not care if people are retards as long as they are going in the right general direction even for the wrong reason that because most people are retarded and always will be so expecting anything more is futile,2,High,"2, 1, 2","204, 211, 205","Other, None"
<user> <user> <user> <user> <user> indeed i wonder what kind of misogyny does she think woc and homosexual women face thats different from white women are not we all discriminated because of being female or is it something else 🤔,1,Medium,"1, 1, 1","18, 3, 46",None
gay minecraft porn,1,Medium,"1, 1, 1","96, 89, 17",None
actually i am hoping in the future for a white asian alliance to restore demographic homogeneity in both white and asian communities i think the asians are racist enough to convince of our ideas,0,Low,"2, 0, 0","201, 248, 220","Asian, Caucasian"
<user> and wtf gives u the right to call white people crackers if ur trying to fight against racism,1,Medium,"1, 1, 1","4, 9, 10","Caucasian, None"
the chicken head is my fav dance idc i am ghetto lol,1,Medium,"1, 1, 1","92, 44, 4","African, None"
israel is not scary meddles in world elections including the us da goat fuckers are da problem the reason you have goat fucker problems is cause you got hook nosed shekel counting kike problems,0,Low,"0, 0, 0","4, 39, 51","Islam, Jewish, Arab"
thinking she a pretty decent bitch but she a hoe prolly,2,High,"2, 2, 2","25, 4, 7",Women
part from da zhid turning up his toes this will serve well if true,0,Low,"0, 2, 0","3, 4, 68",Jewish
<user> <user> old adage always be aware of a smooth talking mussie arab,2,High,"2, 0, 2","6, 10, 4","Islam, Arab"
my liberal duped white niece is raising <number> black kids she thinks she is so compassionate and doing a great thing instead of having her own white kids,2,High,"2, 0, 2","202, 223, 231","Other, African, Caucasian"
just as you can not treat a gentleman just like an redneck you can not treat an alpha male like a beta male,1,Medium,"1, 1, 1","39, 1, 9",None
